,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：4,Reg.：386yd,Hdcp：16,PAR：5,Reg.：505yd,Hdcp：10,PAR：4,Reg.：426yd,Hdcp：4
1,ゆるやかに右ドッグレッグしているミドルホール,ゆるやかに右ドッグレッグしているミドルホール,ゆるやかに右ドッグレッグしているミドルホール,一打目の狙いは正面に見える小さいバンカー,一打目の狙いは正面に見える小さいバンカー,一打目の狙いは正面に見える小さいバンカー,入来城山ゴルフクラブを代表するホールの一つ,入来城山ゴルフクラブを代表するホールの一つ,入来城山ゴルフクラブを代表するホールの一つ
2,難易度8位/18ホール中 平均スコア5.34 平均パット数2.1 パーオン率24.8% フェアウェイ率52.3% OB率21.3% バンカー率18.8%,難易度8位/18ホール中 平均スコア5.34 平均パット数2.1 パーオン率24.8% フェアウェイ率52.3% OB率21.3% バンカー率18.8%,難易度8位/18ホール中 平均スコア5.34 平均パット数2.1 パーオン率24.8% フェアウェイ率52.3% OB率21.3% バンカー率18.8%,難易度11位/18ホール中 平均スコア6.25 平均パット数2.16 パーオン率32.5% フェアウェイ率45.8% OB率7.5% バンカー率24.5%,難易度11位/18ホール中 平均スコア6.25 平均パット数2.16 パーオン率32.5% フェアウェイ率45.8% OB率7.5% バンカー率24.5%,難易度11位/18ホール中 平均スコア6.25 平均パット数2.16 パーオン率32.5% フェアウェイ率45.8% OB率7.5% バンカー率24.5%,難易度7位/18ホール中 平均スコア5.37 平均パット数2.04 パーオン率14.8% フェアウェイ率54.3% OB率4.8% バンカー率9.8%,難易度7位/18ホール中 平均スコア5.37 平均パット数2.04 パーオン率14.8% フェアウェイ率54.3% OB率4.8% バンカー率9.8%,難易度7位/18ホール中 平均スコア5.37 平均パット数2.04 パーオン率14.8% フェアウェイ率54.3% OB率4.8% バンカー率9.8%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：418yd,Hdcp：2,PAR：3,Reg.：157yd,Hdcp：14,PAR：4,Reg.：385yd,Hdcp：8
5,樹齢２００年に達する老木に囲まれたホール,樹齢２００年に達する老木に囲まれたホール,樹齢２００年に達する老木に囲まれたホール,攻略ポイントは風の計算、ピン位置によるクラブ選択,攻略ポイントは風の計算、ピン位置によるクラブ選択,攻略ポイントは風の計算、ピン位置によるクラブ選択,ティに立つと後方に鹿児島大学の農場が広がる,ティに立つと後方に鹿児島大学の農場が広がる,ティに立つと後方に鹿児島大学の農場が広がる
6,難易度2位/18ホール中 平均スコア5.62 平均パット数2.12 パーオン率8.8% フェアウェイ率48.5% OB率23.5% バンカー率5.5%,難易度2位/18ホール中 平均スコア5.62 平均パット数2.12 パーオン率8.8% フェアウェイ率48.5% OB率23.5% バンカー率5.5%,難易度2位/18ホール中 平均スコア5.62 平均パット数2.12 パーオン率8.8% フェアウェイ率48.5% OB率23.5% バンカー率5.5%,難易度16位/18ホール中 平均スコア3.99 平均パット数2.07 パーオン率31.3% フェアウェイ率- OB率9.0% バンカー率19.0%,難易度16位/18ホール中 平均スコア3.99 平均パット数2.07 パーオン率31.3% フェアウェイ率- OB率9.0% バンカー率19.0%,難易度16位/18ホール中 平均スコア3.99 平均パット数2.07 パーオン率31.3% フェアウェイ率- OB率9.0% バンカー率19.0%,難易度10位/18ホール中 平均スコア5.31 平均パット数2.09 パーオン率22.3% フェアウェイ率54.8% OB率27.5% バンカー率15.3%,難易度10位/18ホール中 平均スコア5.31 平均パット数2.09 パーオン率22.3% フェアウェイ率54.8% OB率27.5% バンカー率15.3%,難易度10位/18ホール中 平均スコア5.31 平均パット数2.09 パーオン率22.3% フェアウェイ率54.8% OB率27.5% バンカー率15.3%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：5,Reg.：498yd,Hdcp：6,PAR：3,Reg.：125yd,Hdcp：18,PAR：4,Reg.：411yd,Hdcp：12
9,ティショットの狙い目は右側面の裾,ティショットの狙い目は右側面の裾,ティショットの狙い目は右側面の裾,距離からみるとさほど難しくない印象を受ける,距離からみるとさほど難しくない印象を受ける,距離からみるとさほど難しくない印象を受ける,“ホームホール”にふさわしいストロング・ミドル,“ホームホール”にふさわしいストロング・ミドル,“ホームホール”にふさわしいストロング・ミドル
10,難易度13位/18ホール中 平均スコア6.11 平均パット数2.05 パーオン率36.5% フェアウェイ率59.3% OB率18.8% バンカー率20.5%,難易度13位/18ホール中 平均スコア6.11 平均パット数2.05 パーオン率36.5% フェアウェイ率59.3% OB率18.8% バンカー率20.5%,難易度13位/18ホール中 平均スコア6.11 平均パット数2.05 パーオン率36.5% フェアウェイ率59.3% OB率18.8% バンカー率20.5%,難易度18位/18ホール中 平均スコア3.8 平均パット数2.01 パーオン率41.8% フェアウェイ率- OB率7.8% バンカー率10.8%,難易度18位/18ホール中 平均スコア3.8 平均パット数2.01 パーオン率41.8% フェアウェイ率- OB率7.8% バンカー率10.8%,難易度18位/18ホール中 平均スコア3.8 平均パット数2.01 パーオン率41.8% フェアウェイ率- OB率7.8% バンカー率10.8%,難易度4位/18ホール中 平均スコア5.53 平均パット数2.08 パーオン率9.3% フェアウェイ率59.0% OB率2.3% バンカー率27.5%,難易度4位/18ホール中 平均スコア5.53 平均パット数2.08 パーオン率9.3% フェアウェイ率59.0% OB率2.3% バンカー率27.5%,難易度4位/18ホール中 平均スコア5.53 平均パット数2.08 パーオン率9.3% フェアウェイ率59.0% OB率2.3% バンカー率27.5%
