,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：380yd,Hdcp：3,PAR：4,Reg.：380yd,Hdcp：2,PAR：5,Reg.：469yd,Hdcp：6
1,フェアウェイは広くなだらかな打ち下ろしホール,フェアウェイは広くなだらかな打ち下ろしホール,フェアウェイは広くなだらかな打ち下ろしホール,距離の出る人は思いきって左にショートカット,距離の出る人は思いきって左にショートカット,距離の出る人は思いきって左にショートカット,ティーショットは右にバンカーがあり方向性重視,ティーショットは右にバンカーがあり方向性重視,ティーショットは右にバンカーがあり方向性重視
2,難易度6位/9ホール中 平均スコア5.52 平均パット数1.87 パーオン率8.8% フェアウェイ率51.0% OB率20.8% バンカー率18.3%,難易度6位/9ホール中 平均スコア5.52 平均パット数1.87 パーオン率8.8% フェアウェイ率51.0% OB率20.8% バンカー率18.3%,難易度6位/9ホール中 平均スコア5.52 平均パット数1.87 パーオン率8.8% フェアウェイ率51.0% OB率20.8% バンカー率18.3%,難易度4位/9ホール中 平均スコア5.54 平均パット数1.9 パーオン率11.3% フェアウェイ率43.5% OB率34.0% バンカー率4.3%,難易度4位/9ホール中 平均スコア5.54 平均パット数1.9 パーオン率11.3% フェアウェイ率43.5% OB率34.0% バンカー率4.3%,難易度4位/9ホール中 平均スコア5.54 平均パット数1.9 パーオン率11.3% フェアウェイ率43.5% OB率34.0% バンカー率4.3%,難易度3位/9ホール中 平均スコア6.49 平均パット数1.95 パーオン率20.8% フェアウェイ率55.0% OB率37.0% バンカー率9.0%,難易度3位/9ホール中 平均スコア6.49 平均パット数1.95 パーオン率20.8% フェアウェイ率55.0% OB率37.0% バンカー率9.0%,難易度3位/9ホール中 平均スコア6.49 平均パット数1.95 パーオン率20.8% フェアウェイ率55.0% OB率37.0% バンカー率9.0%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：397yd,Hdcp：7,PAR：3,Reg.：210yd,Hdcp：5,PAR：4,Reg.：370yd,Hdcp：4
5,センター松木狙い　セカンドは前下がり,センター松木狙い　セカンドは前下がり,センター松木狙い　セカンドは前下がり,距離のあるショートホール,距離のあるショートホール,距離のあるショートホール,右ドッグレッグでティーショットは方向性重視,右ドッグレッグでティーショットは方向性重視,右ドッグレッグでティーショットは方向性重視
6,難易度1位/9ホール中 平均スコア5.75 平均パット数2.01 パーオン率9.0% フェアウェイ率45.3% OB率34.3% バンカー率9.8%,難易度1位/9ホール中 平均スコア5.75 平均パット数2.01 パーオン率9.0% フェアウェイ率45.3% OB率34.3% バンカー率9.8%,難易度1位/9ホール中 平均スコア5.75 平均パット数2.01 パーオン率9.0% フェアウェイ率45.3% OB率34.3% バンカー率9.8%,難易度8位/9ホール中 平均スコア4.02 平均パット数1.91 パーオン率23.0% フェアウェイ率- OB率18.3% バンカー率8.3%,難易度8位/9ホール中 平均スコア4.02 平均パット数1.91 パーオン率23.0% フェアウェイ率- OB率18.3% バンカー率8.3%,難易度8位/9ホール中 平均スコア4.02 平均パット数1.91 パーオン率23.0% フェアウェイ率- OB率18.3% バンカー率8.3%,難易度5位/9ホール中 平均スコア5.53 平均パット数1.93 パーオン率11.3% フェアウェイ率44.8% OB率34.3% バンカー率3.8%,難易度5位/9ホール中 平均スコア5.53 平均パット数1.93 パーオン率11.3% フェアウェイ率44.8% OB率34.3% バンカー率3.8%,難易度5位/9ホール中 平均スコア5.53 平均パット数1.93 パーオン率11.3% フェアウェイ率44.8% OB率34.3% バンカー率3.8%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：3,Reg.：195yd,Hdcp：8,PAR：5,Reg.：525yd,Hdcp：1,PAR：4,Reg.：332yd,Hdcp：9
9,打ち下ろしのショートホール,打ち下ろしのショートホール,打ち下ろしのショートホール,大きな池越えの美しいホール,大きな池越えの美しいホール,大きな池越えの美しいホール,真っ直ぐな打ち上げのミドルホール,真っ直ぐな打ち上げのミドルホール,真っ直ぐな打ち上げのミドルホール
10,難易度9位/9ホール中 平均スコア4.06 平均パット数1.88 パーオン率15.8% フェアウェイ率- OB率8.3% バンカー率19.5%,難易度9位/9ホール中 平均スコア4.06 平均パット数1.88 パーオン率15.8% フェアウェイ率- OB率8.3% バンカー率19.5%,難易度9位/9ホール中 平均スコア4.06 平均パット数1.88 パーオン率15.8% フェアウェイ率- OB率8.3% バンカー率19.5%,難易度2位/9ホール中 平均スコア6.55 平均パット数2.12 パーオン率23.5% フェアウェイ率48.3% OB率23.3% バンカー率3.8%,難易度2位/9ホール中 平均スコア6.55 平均パット数2.12 パーオン率23.5% フェアウェイ率48.3% OB率23.3% バンカー率3.8%,難易度2位/9ホール中 平均スコア6.55 平均パット数2.12 パーオン率23.5% フェアウェイ率48.3% OB率23.3% バンカー率3.8%,難易度7位/9ホール中 平均スコア5.39 平均パット数2 パーオン率17.0% フェアウェイ率47.5% OB率23.0% バンカー率11.0%,難易度7位/9ホール中 平均スコア5.39 平均パット数2 パーオン率17.0% フェアウェイ率47.5% OB率23.0% バンカー率11.0%,難易度7位/9ホール中 平均スコア5.39 平均パット数2 パーオン率17.0% フェアウェイ率47.5% OB率23.0% バンカー率11.0%
