,HOLE：1,HOLE：1.1,HOLE：1.2,HOLE：2,HOLE：2.1,HOLE：2.2,HOLE：3,HOLE：3.1,HOLE：3.2
0,PAR：4,Reg.：395yd,Hdcp：2,PAR：4,Reg.：340yd,Hdcp：5,PAR：3,Reg.：162yd,Hdcp：8
1,打ち下ろしのミドルホール,打ち下ろしのミドルホール,打ち下ろしのミドルホール,ショートカットを狙うならキャリーで２００ｙは必要,ショートカットを狙うならキャリーで２００ｙは必要,ショートカットを狙うならキャリーで２００ｙは必要,ホールを横切る武具池のプレッシャーが大きい,ホールを横切る武具池のプレッシャーが大きい,ホールを横切る武具池のプレッシャーが大きい
2,難易度3位/9ホール中 平均スコア5.55 平均パット数2.01 パーオン率12.8% フェアウェイ率47.5% OB率6.0% バンカー率12.0%,難易度3位/9ホール中 平均スコア5.55 平均パット数2.01 パーオン率12.8% フェアウェイ率47.5% OB率6.0% バンカー率12.0%,難易度3位/9ホール中 平均スコア5.55 平均パット数2.01 パーオン率12.8% フェアウェイ率47.5% OB率6.0% バンカー率12.0%,難易度6位/9ホール中 平均スコア5.33 平均パット数2.02 パーオン率19.5% フェアウェイ率57.0% OB率3.3% バンカー率17.3%,難易度6位/9ホール中 平均スコア5.33 平均パット数2.02 パーオン率19.5% フェアウェイ率57.0% OB率3.3% バンカー率17.3%,難易度6位/9ホール中 平均スコア5.33 平均パット数2.02 パーオン率19.5% フェアウェイ率57.0% OB率3.3% バンカー率17.3%,難易度9位/9ホール中 平均スコア4.01 平均パット数2.06 パーオン率33.5% フェアウェイ率- OB率14.3% バンカー率19.3%,難易度9位/9ホール中 平均スコア4.01 平均パット数2.06 パーオン率33.5% フェアウェイ率- OB率14.3% バンカー率19.3%,難易度9位/9ホール中 平均スコア4.01 平均パット数2.06 パーオン率33.5% フェアウェイ率- OB率14.3% バンカー率19.3%
3,HOLE：4,HOLE：4,HOLE：4,HOLE：5,HOLE：5,HOLE：5,HOLE：6,HOLE：6,HOLE：6
4,PAR：4,Reg.：402yd,Hdcp：4,PAR：4,Reg.：340yd,Hdcp：7,PAR：5,Reg.：541yd,Hdcp：1
5,大きな武具池が視界を覆う名物ホール,大きな武具池が視界を覆う名物ホール,大きな武具池が視界を覆う名物ホール,左サイドの林はＯＢが続くので注意,左サイドの林はＯＢが続くので注意,左サイドの林はＯＢが続くので注意,セカンド地点まで打ち上げのロングホール,セカンド地点まで打ち上げのロングホール,セカンド地点まで打ち上げのロングホール
6,難易度1位/9ホール中 平均スコア5.74 平均パット数1.96 パーオン率8.5% フェアウェイ率60.8% OB率30.8% バンカー率9.5%,難易度1位/9ホール中 平均スコア5.74 平均パット数1.96 パーオン率8.5% フェアウェイ率60.8% OB率30.8% バンカー率9.5%,難易度1位/9ホール中 平均スコア5.74 平均パット数1.96 パーオン率8.5% フェアウェイ率60.8% OB率30.8% バンカー率9.5%,難易度7位/9ホール中 平均スコア5.36 平均パット数1.93 パーオン率16.3% フェアウェイ率59.0% OB率15.8% バンカー率21.0%,難易度7位/9ホール中 平均スコア5.36 平均パット数1.93 パーオン率16.3% フェアウェイ率59.0% OB率15.8% バンカー率21.0%,難易度7位/9ホール中 平均スコア5.36 平均パット数1.93 パーオン率16.3% フェアウェイ率59.0% OB率15.8% バンカー率21.0%,難易度2位/9ホール中 平均スコア6.53 平均パット数1.98 パーオン率18.8% フェアウェイ率63.3% OB率19.5% バンカー率25.3%,難易度2位/9ホール中 平均スコア6.53 平均パット数1.98 パーオン率18.8% フェアウェイ率63.3% OB率19.5% バンカー率25.3%,難易度2位/9ホール中 平均スコア6.53 平均パット数1.98 パーオン率18.8% フェアウェイ率63.3% OB率19.5% バンカー率25.3%
7,HOLE：7,HOLE：7,HOLE：7,HOLE：8,HOLE：8,HOLE：8,HOLE：9,HOLE：9,HOLE：9
8,PAR：4,Reg.：355yd,Hdcp：6,PAR：3,Reg.：165yd,Hdcp：9,PAR：5,Reg.：506yd,Hdcp：3
9,右ドッグレッグのミドルホール　中央やや右に池,右ドッグレッグのミドルホール　中央やや右に池,右ドッグレッグのミドルホール　中央やや右に池,池越えのショートホール,池越えのショートホール,池越えのショートホール,１８０ｙ付近まで打ち上げのロングホール,１８０ｙ付近まで打ち上げのロングホール,１８０ｙ付近まで打ち上げのロングホール
10,難易度5位/9ホール中 平均スコア5.4 平均パット数2.02 パーオン率20.0% フェアウェイ率63.0% OB率14.3% バンカー率11.8%,難易度5位/9ホール中 平均スコア5.4 平均パット数2.02 パーオン率20.0% フェアウェイ率63.0% OB率14.3% バンカー率11.8%,難易度5位/9ホール中 平均スコア5.4 平均パット数2.02 パーオン率20.0% フェアウェイ率63.0% OB率14.3% バンカー率11.8%,難易度8位/9ホール中 平均スコア4.23 平均パット数2.04 パーオン率20.3% フェアウェイ率- OB率6.7% バンカー率16.0%,難易度8位/9ホール中 平均スコア4.23 平均パット数2.04 パーオン率20.3% フェアウェイ率- OB率6.7% バンカー率16.0%,難易度8位/9ホール中 平均スコア4.23 平均パット数2.04 パーオン率20.3% フェアウェイ率- OB率6.7% バンカー率16.0%,難易度4位/9ホール中 平均スコア6.48 平均パット数2.03 パーオン率19.3% フェアウェイ率58.5% OB率23.5% バンカー率10.3%,難易度4位/9ホール中 平均スコア6.48 平均パット数2.03 パーオン率19.3% フェアウェイ率58.5% OB率23.5% バンカー率10.3%,難易度4位/9ホール中 平均スコア6.48 平均パット数2.03 パーオン率19.3% フェアウェイ率58.5% OB率23.5% バンカー率10.3%
