,HOLE：10,HOLE：10.1,HOLE：10.2,HOLE：11,HOLE：11.1,HOLE：11.2,HOLE：12,HOLE：12.1,HOLE：12.2
0,PAR：5,Reg.：533yd,Hdcp：8,PAR：3,Reg.：165yd,Hdcp：14,PAR：4,Reg.：384yd,Hdcp：4
1,打ちおろしのロングホール,打ちおろしのロングホール,打ちおろしのロングホール,谷越えのショートホール,谷越えのショートホール,谷越えのショートホール,やや左ドッグレッグのミドルホール,やや左ドッグレッグのミドルホール,やや左ドッグレッグのミドルホール
2,難易度2位/18ホール中 平均スコア6.5 平均パット数1.97 パーオン率17.8% フェアウェイ率44.3% OB率15.8% バンカー率14.0%,難易度2位/18ホール中 平均スコア6.5 平均パット数1.97 パーオン率17.8% フェアウェイ率44.3% OB率15.8% バンカー率14.0%,難易度2位/18ホール中 平均スコア6.5 平均パット数1.97 パーオン率17.8% フェアウェイ率44.3% OB率15.8% バンカー率14.0%,難易度15位/18ホール中 平均スコア4.13 平均パット数1.86 パーオン率17.8% フェアウェイ率- OB率28.3% バンカー率21.3%,難易度15位/18ホール中 平均スコア4.13 平均パット数1.86 パーオン率17.8% フェアウェイ率- OB率28.3% バンカー率21.3%,難易度15位/18ホール中 平均スコア4.13 平均パット数1.86 パーオン率17.8% フェアウェイ率- OB率28.3% バンカー率21.3%,難易度8位/18ホール中 平均スコア5.33 平均パット数1.96 パーオン率17.5% フェアウェイ率55.3% OB率17.3% バンカー率19.3%,難易度8位/18ホール中 平均スコア5.33 平均パット数1.96 パーオン率17.5% フェアウェイ率55.3% OB率17.3% バンカー率19.3%,難易度8位/18ホール中 平均スコア5.33 平均パット数1.96 パーオン率17.5% フェアウェイ率55.3% OB率17.3% バンカー率19.3%
3,HOLE：13,HOLE：13,HOLE：13,HOLE：14,HOLE：14,HOLE：14,HOLE：15,HOLE：15,HOLE：15
4,PAR：4,Reg.：344yd,Hdcp：16,PAR：4,Reg.：350yd,Hdcp：10,PAR：4,Reg.：356yd,Hdcp：6
5,ドラコン推奨のワイドなミドルホール,ドラコン推奨のワイドなミドルホール,ドラコン推奨のワイドなミドルホール,左へ落とすと大変　右から攻める,左へ落とすと大変　右から攻める,左へ落とすと大変　右から攻める,１８ホール中、最も１打目が難しいミドルホール,１８ホール中、最も１打目が難しいミドルホール,１８ホール中、最も１打目が難しいミドルホール
6,難易度13位/18ホール中 平均スコア5.21 平均パット数1.97 パーオン率22.5% フェアウェイ率49.0% OB率6.5% バンカー率19.8%,難易度13位/18ホール中 平均スコア5.21 平均パット数1.97 パーオン率22.5% フェアウェイ率49.0% OB率6.5% バンカー率19.8%,難易度13位/18ホール中 平均スコア5.21 平均パット数1.97 パーオン率22.5% フェアウェイ率49.0% OB率6.5% バンカー率19.8%,難易度11位/18ホール中 平均スコア5.19 平均パット数1.91 パーオン率20.8% フェアウェイ率49.5% OB率15.0% バンカー率8.3%,難易度11位/18ホール中 平均スコア5.19 平均パット数1.91 パーオン率20.8% フェアウェイ率49.5% OB率15.0% バンカー率8.3%,難易度11位/18ホール中 平均スコア5.19 平均パット数1.91 パーオン率20.8% フェアウェイ率49.5% OB率15.0% バンカー率8.3%,難易度3位/18ホール中 平均スコア5.44 平均パット数1.91 パーオン率19.0% フェアウェイ率47.8% OB率31.8% バンカー率17.8%,難易度3位/18ホール中 平均スコア5.44 平均パット数1.91 パーオン率19.0% フェアウェイ率47.8% OB率31.8% バンカー率17.8%,難易度3位/18ホール中 平均スコア5.44 平均パット数1.91 パーオン率19.0% フェアウェイ率47.8% OB率31.8% バンカー率17.8%
7,HOLE：16,HOLE：16,HOLE：16,HOLE：17,HOLE：17,HOLE：17,HOLE：18,HOLE：18,HOLE：18
8,PAR：3,Reg.：155yd,Hdcp：18,PAR：5,Reg.：561yd,Hdcp：2,PAR：4,Reg.：352yd,Hdcp：12
9,池越えのショート　奥からのパッティングが難しい,池越えのショート　奥からのパッティングが難しい,池越えのショート　奥からのパッティングが難しい,距離のある打ち上げのロングホール,距離のある打ち上げのロングホール,距離のある打ち上げのロングホール,やや打ち下ろし　ティーショットは左狙い,やや打ち下ろし　ティーショットは左狙い,やや打ち下ろし　ティーショットは左狙い
10,難易度18位/18ホール中 平均スコア4.03 平均パット数1.92 パーオン率20.0% フェアウェイ率- OB率5.5% バンカー率7.8%,難易度18位/18ホール中 平均スコア4.03 平均パット数1.92 パーオン率20.0% フェアウェイ率- OB率5.5% バンカー率7.8%,難易度18位/18ホール中 平均スコア4.03 平均パット数1.92 パーオン率20.0% フェアウェイ率- OB率5.5% バンカー率7.8%,難易度6位/18ホール中 平均スコア6.35 平均パット数1.99 パーオン率24.0% フェアウェイ率55.3% OB率7.3% バンカー率22.5%,難易度6位/18ホール中 平均スコア6.35 平均パット数1.99 パーオン率24.0% フェアウェイ率55.3% OB率7.3% バンカー率22.5%,難易度6位/18ホール中 平均スコア6.35 平均パット数1.99 パーオン率24.0% フェアウェイ率55.3% OB率7.3% バンカー率22.5%,難易度14位/18ホール中 平均スコア5.12 平均パット数1.96 パーオン率29.5% フェアウェイ率54.5% OB率19.3% バンカー率24.3%,難易度14位/18ホール中 平均スコア5.12 平均パット数1.96 パーオン率29.5% フェアウェイ率54.5% OB率19.3% バンカー率24.3%,難易度14位/18ホール中 平均スコア5.12 平均パット数1.96 パーオン率29.5% フェアウェイ率54.5% OB率19.3% バンカー率24.3%
